TABLE_NAME,COLUMN_NAME,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,IS_NULLABLE
PriceRevisionHistory,AnalCode5,varchar,16,YES
PriceRevisionHistory,AnalCode6,varchar,16,YES
PriceRevisionHistory,AnalCode7,varchar,16,YES
PriceRevisionHistory,AnalCode8,varchar,16,YES
PriceRevisionHistory,AnalCode9,varchar,16,YES
PriceRevisionHistory,AnalCode10,varchar,16,YES
PriceRevisionHistory,AnalCode11,varchar,16,YES
PriceRevisionHistory,AnalCode12,varchar,16,YES
PriceRevisionHistory,AnalCode13,varchar,16,YES
PriceRevisionHistory,AnalCode14,varchar,16,YES
PriceRevisionHistory,AnalCode15,varchar,16,YES
PriceRevisionHistory,AnalCode16,varchar,16,YES
PriceRevisionHistory,AnalCode17,varchar,16,YES
PriceRevisionHistory,AnalCode18,varchar,16,YES
PriceRevisionHistory,AnalCode19,varchar,16,YES
PriceRevisionHistory,AnalCode20,varchar,16,YES
PriceRevisionHistory,AnalCode21,varchar,16,YES
PriceRevisionHistory,AnalCode22,varchar,16,YES
PriceRevisionHistory,AnalCode23,varchar,16,YES
PriceRevisionHistory,AnalCode24,varchar,16,YES
PriceRevisionHistory,AnalCode25,varchar,16,YES
PriceRevisionHistory,AnalCode26,varchar,16,YES
PriceRevisionHistory,AnalCode27,varchar,16,YES
PriceRevisionHistory,AnalCode28,varchar,16,YES
PriceRevisionHistory,AnalCode29,varchar,16,YES
PriceRevisionHistory,AnalCode30,varchar,16,YES
PriceRevisionHistory,AnalCode31,varchar,16,YES
PriceRevisionHistory,AnalCode32,varchar,16,YES
PriceRevisionHistory,ApprovedFlag,int,,YES
PrintBusinessHandlerMaster,BusHandlerId,varchar,16,NO
PrintBusinessHandlerMaster,BHLibFilePath,varchar,256,NO
PrintBusinessHandlerMaster,BHClassName,varchar,256,NO
PrintBusinessHandlerMaster,BHCaption,varchar,256,NO
PrintBusinessHandlerMaster,BHType,varchar,8,NO
PrintBusinessHandlerMaster,Remarks,varchar,256,YES
PrintBusinessHandlerMaster,IsActive,int,,NO
PrintBusinessHandlerMaster,VAUId,varchar,256,YES
PrintBusinessHandlerMaster,VACtr,int,,YES
PrintBusinessHandlerMaster,VATermId,varchar,256,YES
PrintBusinessHandlerMaster,VACompCode,varchar,256,YES
PrintBusinessHandlerMaster,ShoperDBVer,int,,YES
PrintConfigSetting,ConfigSettingID,varchar,16,NO
PrintConfigSetting,ConfigParamID,varchar,256,NO
PrintConfigSetting,ConfigParamDesc,varchar,256,NO
PrintConfigSetting,ConfigParamValue,varchar,256,NO
PrintConfigSetting,ConfigParamDataType,varchar,8,NO
PrintConfigSetting,ConfigParamType,varchar,8,NO
PrintConfigSetting,IsActive,int,,NO
PrintConfigSetting,Remarks,varchar,256,YES
PrintConfigSetting,VAUId,varchar,256,YES
PrintConfigSetting,VACtr,int,,YES
PrintConfigSetting,VATermId,varchar,256,YES
PrintConfigSetting,VACompCode,varchar,256,YES
PrintConfigSetting,ShoperDBVer,int,,YES
PrintConfigSettingMaster,ConfigSettingID,varchar,16,NO
PrintConfigSettingMaster,ConfigSettingName,varchar,256,NO
PrintConfigSettingMaster,ConfigSettingType,varchar,8,NO
PrintConfigSettingMaster,IsActive,int,,NO
PrintConfigSettingMaster,Remarks,varchar,256,YES
PrintConfigSettingMaster,VAUId,varchar,256,YES
PrintConfigSettingMaster,VACtr,int,,YES
PrintConfigSettingMaster,VATermId,varchar,256,YES
PrintConfigSettingMaster,VACompCode,varchar,256,YES
PrintConfigSettingMaster,ShoperDBVer,int,,YES
PrintLinkedRefInterface,LinkedRefID,varchar,256,NO
PrintLinkedRefInterface,LinkedRefCaption,varchar,256,YES
PrintLinkedRefInterface,BusHandlerId,varchar,16,NO
PrintLinkedRefInterface,RenHandlerID,varchar,16,NO
PrintLinkedRefInterface,ConfigSettingID,varchar,16,NO
PrintLinkedRefInterface,LinkedRefExecutionOrder,int,,NO
PrintLinkedRefInterface,LRType,varchar,8,NO
PrintLinkedRefInterface,IsActive,int,,NO
PrintLinkedRefInterface,VAUId,varchar,256,YES
PrintLinkedRefInterface,VACtr,int,,YES
PrintLinkedRefInterface,VATermId,varchar,256,YES
PrintLinkedRefInterface,VACompCode,varchar,256,YES
PrintLinkedRefInterface,ShoperDBVer,int,,YES
PrintLinkedRefLookUp,TrnTypeIdentifier,int,,NO
PrintLinkedRefLookUp,LinkedRefID,varchar,256,NO
PrintLinkedRefLookUp,VAUId,varchar,256,YES
PrintLinkedRefLookUp,VACtr,int,,YES
PrintLinkedRefLookUp,VATermId,varchar,256,YES
PrintLinkedRefLookUp,VACompCode,varchar,256,YES
PrintLinkedRefLookUp,ShoperDBVer,int,,YES
PrintNodeTrnConfigMaster,NodeID,varchar,16,NO
PrintNodeTrnConfigMaster,TrnTypeIdentifier,int,,NO
PrintNodeTrnConfigMaster,TrnTypeIDCaption,varchar,256,NO
PrintNodeTrnConfigMaster,TrnTypeGroup,varchar,256,NO
PrintNodeTrnConfigMaster,DisplayOrder,int,,NO
PrintNodeTrnConfigMaster,LinkedRefID,varchar,256,NO
PrintNodeTrnConfigMaster,TrnLinkedRefExecutionOrder,int,,NO
PrintNodeTrnConfigMaster,PrintPreference,int,,NO
PrintNodeTrnConfigMaster,IsActive,int,,NO
PrintNodeTrnConfigMaster,VAUId,varchar,256,YES
PrintNodeTrnConfigMaster,VACtr,int,,YES
PrintNodeTrnConfigMaster,VATermId,varchar,256,YES
PrintNodeTrnConfigMaster,VACompCode,varchar,256,YES
PrintNodeTrnConfigMaster,ShoperDBVer,int,,YES
PrintRendererMaster,RenHandlerID,varchar,16,NO
PrintRendererMaster,RenLibFilePath,varchar,256,NO
PrintRendererMaster,RenClassName,varchar,256,NO
PrintRendererMaster,RenCaption,varchar,256,NO
PrintRendererMaster,RenType,varchar,8,NO
PrintRendererMaster,IsActive,int,,NO
PrintRendererMaster,Remarks,varchar,256,YES
PrintRendererMaster,VAUId,varchar,256,YES
PrintRendererMaster,VACtr,int,,YES
PrintRendererMaster,VATermId,varchar,256,YES
PrintRendererMaster,VACompCode,varchar,256,YES
PrintRendererMaster,ShoperDBVer,int,,YES
PrintTemplateConfigDtls,LinkRefID,varchar,256,NO
PrintTemplateConfigDtls,TerminalID,varchar,16,NO
PrintTemplateConfigDtls,TrnType,int,,NO
PrintTemplateConfigDtls,TemplateName,varchar,256,NO
PrintTemplateConfigDtls,TemplateType,varchar,16,YES
PrintTemplateConfigDtls,ShowPrintPreview,int,,NO
PrintTemplateConfigDtls,AdditionalDetails1,varchar,250,YES
PrintTemplateConfigDtls,AdditionalDetails2,varchar,250,YES
PrintTemplateConfigDtls,AdditionalDetails3,varchar,250,YES
PrintTemplateConfigDtls,AdditionalDetails4,varchar,250,YES
PrintTemplateConfigDtls,AdditionalDetails5,varchar,250,YES
PrintTemplateConfigDtls,ConditionalTemplateID,varchar,16,YES
PrintTemplateConfigDtls,VAUid,varchar,32,YES
PrintTemplateConfigDtls,VActr,int,,YES
PrintTemplateConfigDtls,VATermId,varchar,32,YES
PrintTemplateConfigDtls,VACompCode,varchar,16,YES
PrintTemplateConfigDtls,SHOPERDBVER,int,,YES
PromoArApplCustDtls,SalesPromoCode,varchar,32,NO
PromoArApplCustDtls,SrlNo,int,,NO
PromoArApplCustDtls,SalesPromoSrlNo,int,,NO
PromoArApplCustDtls,CustPriceGroup,varchar,16,YES
PromoArApplCustDtls,CustCode,varchar,32,YES
PromoArApplCustDtls,CustClass1Code,varchar,16,YES
PromoArApplCustDtls,CustClass2Code,varchar,16,YES
PromoArApplCustDtls,CustClass3Code,varchar,16,YES
PromoArApplCustDtls,CustClass4Code,varchar,16,YES
PromoArApplCustDtls,CustClass5Code,varchar,16,YES
PromoArApplCustDtls,CustProfile1Code,varchar,50,YES
PromoArApplCustDtls,CustProfile2Code,varchar,50,YES
PromoArApplCustDtls,CustProfile3Code,varchar,50,YES
PromoArApplCustDtls,CustProfile4Code,varchar,50,YES
PromoArApplCustDtls,CustProfile5Code,varchar,50,YES
PromoArApplCustDtls,CustLoyaltyID,varchar,20,YES
PromoArApplCustDtls,CustDestTaxCode,varchar,16,YES
PromoArApplCustDtls,VaUID,varchar,32,YES
PromoArApplCustDtls,VaCtr,int,,YES
PromoArApplCustDtls,VaTermID,varchar,32,YES
PromoArApplCustDtls,VaCompCode,varchar,16,YES
PromoArBillLvlDiscDtls,SalesPromoCode,varchar,32,NO
PromoArBillLvlDiscDtls,SalesPromoSrlNo,int,,NO
PromoArBillLvlDiscDtls,SrlNo,int,,NO
PromoArBillLvlDiscDtls,BillValueAbove,money,,YES
PromoArBillLvlDiscDtls,BillValueUpto,money,,YES
PromoArBillLvlDiscDtls,BillQtyAbove,money,,YES
PromoArBillLvlDiscDtls,BillQtyUpto,money,,YES
PromoArBillLvlDiscDtls,BillDiscPercent,money,,YES
PromoArBillLvlDiscDtls,BillDiscAmount,money,,YES
PromoArBillLvlDiscDtls,BillMaxDiscPercent,money,,YES
PromoArBillLvlDiscDtls,BillMaxDiscAmount,money,,YES
PromoArBillLvlDiscDtls,DiscValueTreatment,tinyint,,YES
PromoArBillLvlDiscDtls,Remarks,varchar,256,YES
PromoArBillLvlDiscDtls,VaUID,varchar,32,YES
PromoArBillLvlDiscDtls,VaCtr,int,,YES
PromoArBillLvlDiscDtls,VaTermID,varchar,32,YES
PromoArBillLvlDiscDtls,VaCompCode,varchar,16,YES
PromoArBuyItemGrpDtls,SalesPromoCode,varchar,32,NO
PromoArBuyItemGrpDtls,SrlNo,int,,NO
PromoArBuyItemGrpDtls,SalesPromoSrlNo,int,,NO
PromoArBuyItemGrpDtls,ItemSetNo,int,,YES
PromoArBuyItemGrpDtls,ItemSetSrlNo,int,,YES
PromoArBuyItemGrpDtls,ItemIncExFlag,tinyint,,YES
PromoArBuyItemGrpDtls,StockNo,varchar,32,YES
PromoArBuyItemGrpDtls,SKUSerialNo,int,,YES
PromoArBuyItemGrpDtls,SKUBatchNo,varchar,60,YES
PromoArBuyItemGrpDtls,SKULocationID,varchar,16,YES
PromoArBuyItemGrpDtls,SKUGradeCd,varchar,16,YES
PromoArBuyItemGrpDtls,Class1Cd,varchar,16,YES
PromoArBuyItemGrpDtls,Class2Cd,varchar,16,YES
PromoArBuyItemGrpDtls,SubClass1Cd,varchar,16,YES
PromoArBuyItemGrpDtls,SubClass2Cd,varchar,16,YES
PromoArBuyItemGrpDtls,SizeCd,varchar,16,YES
PromoArBuyItemGrpDtls,SuperClass1Cd,varchar,16,YES
PromoArBuyItemGrpDtls,SuperClass2Cd,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode1,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode2,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode3,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode4,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode5,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode6,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode7,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode8,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode9,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode10,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode11,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode12,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode13,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode14,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode15,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode16,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode17,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode18,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode19,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode20,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode21,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode22,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode23,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode24,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode25,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode26,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode27,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode28,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode29,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode30,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode31,varchar,16,YES
PromoArBuyItemGrpDtls,AnalCode32,varchar,16,YES
PromoArBuyItemGrpDtls,RegNonRegItemInd,tinyint,,YES
PromoArBuyItemGrpDtls,ProductTaxCode,varchar,16,YES
PromoArBuyItemGrpDtls,SourceTaxCode,varchar,16,YES
PromoArBuyItemGrpDtls,ItemTaxType,tinyint,,YES
PromoArBuyItemGrpDtls,ItemMfgDate,datetime,,YES
PromoArBuyItemGrpDtls,ItemExpiryDate,datetime,,YES
PromoArBuyItemGrpDtls,ItemShelfLife,int,,YES
PromoArBuyItemGrpDtls,MerchandizeID,varchar,16,YES
PromoArBuyItemGrpDtls,ConsignNonConsignItemInd,tinyint,,YES
PromoArBuyItemGrpDtls,ItemRateValueCond,tinyint,,YES
PromoArBuyItemGrpDtls,ItemRateEqualTo,money,,YES
PromoArBuyItemGrpDtls,ItemRateAbove,money,,YES
PromoArBuyItemGrpDtls,ItemRateUpto,money,,YES
PromoArBuyItemGrpDtls,ItemValueEqualTo,money,,YES
PromoArBuyItemGrpDtls,ItemValueAbove,money,,YES
PromoArBuyItemGrpDtls,ItemValueUpto,money,,YES
PromoArBuyItemGrpDtls,DiffItemOfferBuyQty,money,,YES
PromoArBuyItemGrpDtls,FreeItemWorthBasedOn,tinyint,,YES
PromoArBuyItemGrpDtls,FreeItemWorthSpecified,money,,YES
PromoArBuyItemGrpDtls,FreeItemValTreatment,tinyint,,YES
PromoArBuyItemGrpDtls,Remarks,varchar,256,YES
PromoArBuyItemGrpDtls,VaUID,varchar,32,YES
PromoArBuyItemGrpDtls,VaCtr,int,,YES
PromoArBuyItemGrpDtls,VaTermID,varchar,32,YES
PromoArBuyItemGrpDtls,VaCompCode,varchar,16,YES
PromoArGetItemGrpDtls,SalesPromoCode,varchar,32,NO
PromoArGetItemGrpDtls,SrlNo,int,,NO
PromoArGetItemGrpDtls,SalesPromoSrlNo,int,,NO
PromoArGetItemGrpDtls,ItemSetNo,int,,YES
PromoArGetItemGrpDtls,ItemSetSrlNo,int,,YES
PromoArGetItemGrpDtls,ItemIncExFlag,tinyint,,YES
PromoArGetItemGrpDtls,StockNo,varchar,32,YES
PromoArGetItemGrpDtls,SKUSerialNo,int,,YES
PromoArGetItemGrpDtls,SKUBatchNo,varchar,16,YES
PromoArGetItemGrpDtls,SKULocationID,varchar,16,YES
PromoArGetItemGrpDtls,SKUGradeCd,varchar,16,YES
PromoArGetItemGrpDtls,Class1Cd,varchar,16,YES
PromoArGetItemGrpDtls,Class2Cd,varchar,16,YES
PromoArGetItemGrpDtls,SubClass1Cd,varchar,16,YES
PromoArGetItemGrpDtls,SubClass2Cd,varchar,16,YES
PromoArGetItemGrpDtls,SizeCd,varchar,16,YES
PromoArGetItemGrpDtls,SuperClass1Cd,varchar,16,YES
PromoArGetItemGrpDtls,SuperClass2Cd,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode1,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode2,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode3,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode4,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode5,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode6,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode7,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode8,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode9,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode10,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode11,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode12,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode13,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode14,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode15,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode16,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode17,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode18,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode19,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode20,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode21,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode22,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode23,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode24,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode25,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode26,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode27,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode28,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode29,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode30,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode31,varchar,16,YES
PromoArGetItemGrpDtls,AnalCode32,varchar,16,YES
PromoArGetItemGrpDtls,RegNonRegItemInd,tinyint,,YES
PromoArGetItemGrpDtls,ProductTaxCode,varchar,16,YES
PromoArGetItemGrpDtls,SourceTaxCode,varchar,16,YES
PromoArGetItemGrpDtls,ItemTaxType,tinyint,,YES
PromoArGetItemGrpDtls,ItemMfgDate,datetime,,YES
PromoArGetItemGrpDtls,ItemExpiryDate,datetime,,YES
PromoArGetItemGrpDtls,ItemShelfLife,int,,YES
PromoArGetItemGrpDtls,MerchandizeID,varchar,16,YES
PromoArGetItemGrpDtls,ConsignNonConsignItemInd,tinyint,,YES
PromoArGetItemGrpDtls,ItemRateValueCond,tinyint,,YES
PromoArGetItemGrpDtls,ItemRateEqualTo,money,,YES
PromoArGetItemGrpDtls,ItemRateAbove,money,,YES
PromoArGetItemGrpDtls,ItemRateUpto,money,,YES
PromoArGetItemGrpDtls,ItemValueEqualTo,money,,YES
PromoArGetItemGrpDtls,ItemValueAbove,money,,YES
PromoArGetItemGrpDtls,ItemValueUpto,money,,YES
PromoArGetItemGrpDtls,DiffItemOfferGetQty,money,,YES
PromoArGetItemGrpDtls,BillValueAbove,money,,YES
PromoArGetItemGrpDtls,BillValueUpto,money,,YES
PromoArGetItemGrpDtls,BillQtyAbove,money,,YES
PromoArGetItemGrpDtls,BillQtyUpto,money,,YES
PromoArGetItemGrpDtls,BillLvlOfferGetQty,money,,YES
PromoArGetItemGrpDtls,FreeItemWorthBasedOn,tinyint,,YES
PromoArGetItemGrpDtls,FreeItemWorthSpecified,money,,YES
PromoArGetItemGrpDtls,FreeItemValTreatment,tinyint,,YES
PromoArGetItemGrpDtls,Remarks,varchar,256,YES
PromoArGetItemGrpDtls,VaUID,varchar,32,YES
PromoArGetItemGrpDtls,VaCtr,int,,YES
PromoArGetItemGrpDtls,VaTermID,varchar,32,YES
PromoArGetItemGrpDtls,VaCompCode,varchar,16,YES
PromoArHeader,SalesPromoCode,varchar,32,NO
PromoArHeader,SalesPromoSrlNo,int,,NO
PromoArHeader,SalesPromoDesc,varchar,256,YES
PromoArHeader,Status,tinyint,,YES
PromoArHeader,PriorityNo,int,,YES
PromoArHeader,DefinitionCreatedAt,tinyint,,YES
PromoArHeader,CreatedShoperDate,datetime,,YES
PromoArHeader,CreatedSystemDate,datetime,,YES
PromoArHeader,StartDate,datetime,,YES
PromoArHeader,StartTime,datetime,,YES
PromoArHeader,EndDate,datetime,,YES
PromoArHeader,EndTime,datetime,,YES
PromoArHeader,WeekDays,varchar,256,YES
PromoArHeader,ApplicableHappyHours,tinyint,,YES
PromoArHeader,HappyHoursStartTime,datetime,,YES
PromoArHeader,HappyHoursEndTime,datetime,,YES
PromoArHeader,DefinitionType,tinyint,,YES
PromoArHeader,DefinitionLevel,tinyint,,YES
PromoArHeader,FixedOrVariable,tinyint,,YES
PromoArHeader,ItemLvlDiscountType,tinyint,,YES
PromoArHeader,ItemLvlOfferType,tinyint,,YES
PromoArHeader,ItemLvlOfferBuyNGetItemsAreSame,tinyint,,YES
PromoArHeader,ItemLvlDefVariesOnBuyingRateVal,tinyint,,YES
PromoArHeader,ItemLvlBuyingRateValueCond,tinyint,,YES
PromoArHeader,ItemLvlDefVariesOnBuyingQty,tinyint,,YES
PromoArHeader,BillLvlDiscountType,tinyint,,YES
PromoArHeader,BillLvlOfferType,tinyint,,YES
PromoArHeader,BLDefVariesOnBillValQty,tinyint,,YES
PromoArHeader,BLDefVariesOnBillValQtyCond,tinyint,,YES
PromoArHeader,FreeOfferItemType,tinyint,,YES
PromoArHeader,ApplicableItems,tinyint,,YES
PromoArHeader,ApplicableCustomers,tinyint,,YES
PromoArHeader,CanBeCombined,tinyint,,YES
PromoArHeader,Archived,tinyint,,YES
PromoArHeader,UserID,varchar,32,YES
PromoArHeader,ExportedFlag,tinyint,,YES
PromoArHeader,ExportedDate,datetime,,YES
PromoArHeader,ImportedFlag,tinyint,,YES
PromoArHeader,ImportedDate,datetime,,YES
PromoArHeader,Remarks,varchar,256,YES
PromoArHeader,VaUID,varchar,32,YES
PromoArHeader,VaCtr,int,,YES
PromoArHeader,VaTermID,varchar,32,YES
PromoArHeader,VaCompCode,varchar,16,YES
PromoArHeader,ArchProcessType,int,,YES
PromoArHeader,ArchBatchNo,int,,YES
PromoArHeader,ArchShoperDate,datetime,,YES
PromoArHeader,ArchSystemDate,datetime,,YES
PromoArHeader,MultipleRateCond,tinyint,,YES
PromoArItemLvlDiscDtls,SalesPromoCode,varchar,32,NO
PromoArItemLvlDiscDtls,SrlNo,int,,NO
PromoArItemLvlDiscDtls,SalesPromoSrlNo,int,,NO
PromoArItemLvlDiscDtls,ItemRateValueCond,tinyint,,YES
PromoArItemLvlDiscDtls,ItemRateEqualTo,money,,YES
PromoArItemLvlDiscDtls,ItemRateAbove,money,,YES
PromoArItemLvlDiscDtls,ItemRateUpto,money,,YES
PromoArItemLvlDiscDtls,ItemValueEqualTo,money,,YES
PromoArItemLvlDiscDtls,ItemValueAbove,money,,YES
PromoArItemLvlDiscDtls,ItemValueUpto,money,,YES
PromoArItemLvlDiscDtls,ItemLvlDiscBuyQty,money,,YES
PromoArItemLvlDiscDtls,ItemDiscPercent,money,,YES
PromoArItemLvlDiscDtls,ItemDiscAmount,money,,YES
PromoArItemLvlDiscDtls,ItemMaxDiscPercent,money,,YES
PromoArItemLvlDiscDtls,ItemMaxDiscAmount,money,,YES
PromoArItemLvlDiscDtls,ItemDiscountedRate,money,,YES
PromoArItemLvlDiscDtls,AllItemsAtSpecifiedVal,money,,YES
PromoArItemLvlDiscDtls,SameItemOfferBuyQty,money,,YES
PromoArItemLvlDiscDtls,SameItemOfferGetQty,money,,YES
PromoArItemLvlDiscDtls,DiscValueTreatment,tinyint,,YES
PromoArItemLvlDiscDtls,Remarks,varchar,256,YES
PromoArItemLvlDiscDtls,VaUID,varchar,32,YES
PromoArItemLvlDiscDtls,VaCtr,int,,YES
PromoArItemLvlDiscDtls,VaTermID,varchar,32,YES
PromoArItemLvlDiscDtls,VaCompCode,varchar,16,YES
PromoArShowroomDtls,SalesPromoCode,varchar,32,NO
PromoArShowroomDtls,SrlNo,int,,NO
PromoArShowroomDtls,SalesPromoSrlNo,int,,NO
PromoArShowroomDtls,Status,tinyint,,YES
PromoArShowroomDtls,WearHouseOrShowroom,tinyint,,YES
PromoArShowroomDtls,ShowroomClass,varchar,32,YES
PromoArShowroomDtls,DistributionCentre,varchar,16,YES
PromoArShowroomDtls,Country,varchar,32,YES
PromoArShowroomDtls,Zone,varchar,32,YES
PromoArShowroomDtls,State,varchar,32,YES
PromoArShowroomDtls,City,varchar,32,YES
PromoArShowroomDtls,ShowroomCode,varchar,16,YES
PromoArShowroomDtls,OverRide,tinyint,,YES
PromoArShowroomDtls,Remarks,varchar,256,YES
PromoArShowroomDtls,VaUID,varchar,32,YES
PromoArShowroomDtls,VaCtr,int,,YES
PromoArShowroomDtls,VaTermID,varchar,32,YES
PromoArShowroomDtls,VaCompCode,varchar,16,YES
PromoLogApplCustDtls,SalesPromoCode,varchar,32,NO
PromoLogApplCustDtls,SrlNo,int,,NO
PromoLogApplCustDtls,SalesPromoSrlNo,int,,NO
PromoLogApplCustDtls,CustPriceGroup,varchar,16,YES
PromoLogApplCustDtls,CustCode,varchar,32,YES
PromoLogApplCustDtls,CustClass1Code,varchar,16,YES
PromoLogApplCustDtls,CustClass2Code,varchar,16,YES
PromoLogApplCustDtls,CustClass3Code,varchar,16,YES
PromoLogApplCustDtls,CustClass4Code,varchar,16,YES
PromoLogApplCustDtls,CustClass5Code,varchar,16,YES
PromoLogApplCustDtls,CustProfile1Code,varchar,50,YES
PromoLogApplCustDtls,CustProfile2Code,varchar,50,YES
PromoLogApplCustDtls,CustProfile3Code,varchar,50,YES
PromoLogApplCustDtls,CustProfile4Code,varchar,50,YES
PromoLogApplCustDtls,CustProfile5Code,varchar,50,YES
PromoLogApplCustDtls,CustLoyaltyID,varchar,20,YES
PromoLogApplCustDtls,CustDestTaxCode,varchar,16,YES
PromoLogApplCustDtls,VaUID,varchar,32,YES
PromoLogApplCustDtls,VaCtr,int,,YES
PromoLogApplCustDtls,VaTermID,varchar,32,YES
PromoLogApplCustDtls,VaCompCode,varchar,16,YES
PromoLogBillLvlDiscDtls,SalesPromoCode,varchar,32,NO
PromoLogBillLvlDiscDtls,SrlNo,int,,NO
PromoLogBillLvlDiscDtls,SalesPromoSrlNo,int,,NO
PromoLogBillLvlDiscDtls,BillValueAbove,money,,YES
PromoLogBillLvlDiscDtls,BillValueUpto,money,,YES
PromoLogBillLvlDiscDtls,BillQtyAbove,money,,YES
PromoLogBillLvlDiscDtls,BillQtyUpto,money,,YES
PromoLogBillLvlDiscDtls,BillDiscPercent,money,,YES
PromoLogBillLvlDiscDtls,BillDiscAmount,money,,YES
PromoLogBillLvlDiscDtls,BillMaxDiscPercent,money,,YES
PromoLogBillLvlDiscDtls,BillMaxDiscAmount,money,,YES
PromoLogBillLvlDiscDtls,DiscValueTreatment,tinyint,,YES
PromoLogBillLvlDiscDtls,Remarks,varchar,256,YES
PromoLogBillLvlDiscDtls,VaUID,varchar,32,YES
PromoLogBillLvlDiscDtls,VaCtr,int,,YES
PromoLogBillLvlDiscDtls,VaTermID,varchar,32,YES
PromoLogBillLvlDiscDtls,VaCompCode,varchar,16,YES
PromoLogBuyItemGrpDtls,SalesPromoCode,varchar,32,NO
PromoLogBuyItemGrpDtls,SrlNo,int,,NO
PromoLogBuyItemGrpDtls,SalesPromoSrlNo,int,,NO
PromoLogBuyItemGrpDtls,ItemSetNo,int,,YES
PromoLogBuyItemGrpDtls,ItemSetSrlNo,int,,YES
PromoLogBuyItemGrpDtls,ItemIncExFlag,tinyint,,YES
PromoLogBuyItemGrpDtls,StockNo,varchar,32,YES
PromoLogBuyItemGrpDtls,SKUSerialNo,int,,YES
PromoLogBuyItemGrpDtls,SKUBatchNo,varchar,60,YES
PromoLogBuyItemGrpDtls,SKULocationID,varchar,16,YES
PromoLogBuyItemGrpDtls,SKUGradeCd,varchar,16,YES
PromoLogBuyItemGrpDtls,Class1Cd,varchar,16,YES
PromoLogBuyItemGrpDtls,Class2Cd,varchar,16,YES
PromoLogBuyItemGrpDtls,SubClass1Cd,varchar,16,YES
PromoLogBuyItemGrpDtls,SubClass2Cd,varchar,16,YES
PromoLogBuyItemGrpDtls,SizeCd,varchar,16,YES
